,Name,Line
29376,andy,it scares me to see you going down a road that i went down
29377,jim,am i going down a road
29378,andy,when i see her bossing you around like that it just makes me wonder if this thing really has the legs to go the distance
29379,jim,its so scary how right the things youre saying are and youre coming at it with almost no knowledge so of course i trust your opinion on this
29380,andy,i know a few things about love  horrible terrible awful awful things
29381,jim,i was going to use today to purge my inbox but now something much more pressing has come up
29382,michael,eds tires why dont you tell them that we have fewer clients so we can spend more time with each of them also try to discuss it over indian food and try to mention how you distrust women
29383,pam,im not gonna do that
29384,michael,that is smart that would not seem genuine ryan
29385,ryan,i can get there
29386,michael,good you take the lead on this one also do not forget that he has just gone through a messy divorce
29387,ryan,oh awesome
29388,michael,bring it in morning cheer clears throat
29390,pam,im here im a part of this now
29391,dwight,you needed to speak to me
29392,charles,dwight take a seat
29393,dwight,i prefer to stand less blood clots
29394,charles,nah thats weird youre gonna sit dwight sits great you know dwight it has been quite a transition for all of us are you happy with the way things have been runnin lately
29395,dwight,do you mean compared to the ways things ran with other bosses comparisons are hard
29396,charles,ive just been impressed with your performance and i wanted to make sure good work doesnt go unnoticed
29397,dwight,your concern is noted
29398,charles,yeah i like your work ethic youre so focused
29399,dwight,like a wolf thank you
29400,charles,and i wanna start givin you more responsibility what do you say you and i go out for a drink this week
29401,dwight,really
29402,charles,definitely
29403,dwight,sighs its firm
29404,michael,on phone i need you to get me the prices that youre charging eds tires so i can undercut dunder mifflin
29405,dwight,i dont know that i can do that now you know uh somethings come up
29406,michael,oh n is it mose did you put the cover on that well
29407,dwight,no mose is fine i roped it off its not about mose listen things are changing here michael theyre changing fast
29408,michael,im not following you
29409,dwight,imagine someone has a personal hero they really wanna help but then theres this new guy very cool very will smithesque who would not like it if he helped his hero
29410,michael,personal hero cool new guy okay i think im getting your drift
29411,dwight,good do you see what im saying
29412,michael,crystal clear so is this for a movie that youre writing
29413,dwight,no
29414,michael,can i use it pam holds up note saying hes talking about you
29415,dwight,no
29416,michael,michael dismisses note ryan and pam point to notepad dwight are you talking about us
29417,dwight,it is possible that i could be talking about us
29418,michael,someone could say that it is like the situation that we are in now
29419,dwight,it is the situation that we are in now
29420,michael,so i would say that the old boss has always been good to dwight and he was there first so he has dibs you respect dibs dont you
29421,dwight,im not a barbarian
29422,michael,good will you meet me in  minutes at the spot
29423,dwight,i will
29424,michael,dwight
29425,dwight,yes
29426,michael,is the cool new guy charles
29427,dwight,ive said too much
29428,michael,is it stanley
29429,jim,hey andy you know ive been thinkin about what you said
29430,andy,noishe
29431,jim,i just dont know if i can do it
29432,andy,thats interesting because i hear what youre saying is that you want to do it which means you can do it believe me i broke up with angela and im like the happiest guy ever i mean im so happy im so happy like total freedom you know
29433,jim,its just that pam gets me through the day you know i really rely on her im pretty emotionally needy
29434,andy,and you know what i am here for you let me be your traveling pants imitates punching on jims fist ah whatd you do that for
29435,jim,both laugh you know that i was doin this
29436,andy,fist pound each other totally
29437,jim,okay
29438,michael,hello dwight whats with the shirt are you alright
29439,dwight,im sorry michael
29440,charles,charles comes from around corner hi michael
29441,michael,oh my god run run its a setup setup
29442,charles,no michmichael
29443,michael,dwight run
29444,charles,michael no lets be cool ok
29445,michael,you be cool
29446,charles,yes
29447,michael,justwhats going on
29448,charles,we need to talk about our two companies and how we should behave dwight tells me youve been pestering him for company info
29449,michael,mmdo dwight would not
29450,charles,he did
29451,dwight,i did michael  i was upset about the shirt sleeves at first but now im okay with it
29452,charles,michael i want you to stop pestering my salesmen and i want you to leave dunder mifflin alone do you understand
29453,michael,i understand nothing
29454,michael,michael storms into office wow
29455,pam,michael are you alright
29456,michael,it was a setup dwight told charles he told him
29457,pam,tell us what youre talking about
29458,ryan,yeah
29459,michael,its like a girl says shell make out with you but then her boyfriend is waiting around the corner with a peefilled balloon
29460,pam,we cant help you if you dont just tell us what happened
29461,michael,i got hit in the face with a peefilled water balloon pam ok i dont know how they did it they filled the balloon with pee a funnel i dont know is that clear enough for you
29462,andy,hey jim
29463,jim,jim slams lunchbag on table i just totally blew a sales call
29464,andy,bro i do that all the time
29465,jim,yeah well with you its different okay cause i just i just suck i just i suck
29466,andy,tuna be nice to my friend jim ok
29467,jim,why when i look in the mirror i dont like the face that looks back
29468,andy,well so what  your bodys a ten
29469,jim,forget it
29470,andy,jim
29471,jim,i said forget it drop kicks lunch across room stomps on it
29472,dwight,on phone dwight schrute
29473,michael,hello traitor
29474,dwight,i think you have the wrong number michael
29475,michael,i want you to listen to me friend and i want you to listen to me good i am going to come at you and i am going to come at you hard i am going to steal all of your clients and then i am going to kill them in front of you
29476,pam,michael
29477,michael,im just getting hardcore with him
29478,ryan,finally
29479,michael,yes and hear me dwight when i say i brought you into this world and i can take you out hangs up bill cosby
29480,dwight,on phone mr schofield please
29482,dwight,dammit hangs up
29483,michael,on phone is mr schofield there
29485,stanley,so you think michaels going after the whale huh
29486,dwight,i have a long term relationship with harper collins publishers and mr schofield im not worried
29487,phyllis,you sound worried
29488,dwight,and you have bad skin oh look everyone were all making observations gibberish sounds
29489,michael,on phone well if you could do me a big favor and tell mr schofield that michael scott has tickets to the wilkesbarre penguins game this weekend and if he would like to join me hello daniel how are you uhhuh i sure do yes referencing rolodex card wanted to ask did kathy ever make jv
29490,ryan,look at that old dude and his rolodex go
29491,pam,i spent a month putting that rolodex on his blackberry which he now uses as a nightlight
29492,michael,wow high score
29493,dwight,and no i cannot lower my current prices phone rings hold on hello mr schofield thank you so much for taking the time to talk i wanted to discuss your contract with us oh youre considering him i thought michael scott left the paper business after his nervous breakdown
29494,dwight,michael has been talking to my biggest client master and apprentice pitted against one another for the fate of the greater scranton area paper market  so its not exactly like highlander but still
29495,michael,hello dwight ive been expecting your call what do you want
29496,dwight,i would like to arrange a truce
29497,michael,so you heard schofield is considering a switch and you want mercy
29498,dwight,meet me in our spot in four minutes
29499,michael,no no you think i am going to fall for that theres no
29500,dwight,michael
29501,michael,meet ok go to the spot and then walk  feet
29502,dwight,in which direction
29503,michael,toward the sun
29504,dwight,at what time
29505,michael,noon
29506,dwight,that
29507,michael,you have two seconds dwight starts running
29508,dwight,looking at his watch michael madge walks by sorry
29509,michael,dwight
29510,dwight,michael
29511,michael,i hope youre not recording this conversation dwight drops his pants and lifts up his shirt good i cannot believe that you sided with charles
29512,dwight,you were making me do things that were not all right
29513,michael,so you just rat me out you could have said no
29514,dwight,and not come through for you
29515,michael,if you want a truce i will give you a truce
29516,dwight,i want a truce
29517,michael,i do too
29518,dwight,let me take you and your whole company out for lunch at alfredos
29519,michael,coopers
29520,dwight,i had fish yesterday
29521,michael,damn it
29522,michael,michael ryan and pam sitting at restaurant phone rings oh dwightelicious where you at
29523,dwight,oh hi michael im so sorry im late i got stuck in traffic
29524,michael,really thats weird we didnt see any
29525,dwight,i hit a bear
29526,michael,what
29527,dwight,hes technically fine i imagine the true horror will be when he wakes up in a zoo throws a fish into the vent at michaels office hey listen will you do me a favor and order the meatball parm for me with extra cheese
29528,michael,yeah sure
29529,dwight,ok i will see you very soon alright takes all the items off michaels desk and puts them into briefcase including rolodex
29530,michael,okay see you in a bit dwight hit a bear hell be here in a sec
29531,pam,pam ryan and michael enter office sounds neat
29532,ryan,we can spend a couple days there
29533,pam,oh my god i think weve been robbed
29534,michael,michael answers phone yeah
29535,dwight,did you enjoy your lunch
29536,michael,dwight not now weve been robbed
29537,dwight,no michael you were sabotaged
29538,michael,no dwight we were robbed how would you even know youre still stuck in traffic pam holds up sign saying dwight did it you
29539,dwight,me
29540,michael,what about our truce
29541,dwight,i broke it
29542,michael,on purpose
29543,dwight,yes
29544,michael,why
29545,dwight,you think this is some kind of game no this is a war and i will not stop i will not rest you have no idea what kind of enemy youve created you have unleashed the wolf
29546,michael,be that as it may i have your meatball parm sandwich here and i am going to eat it
29547,dwight,and i knew that you would do that the meatball parm is their worst sandwich
29548,michael,oh bites into sandwich looks disgusted bastard
29549,dwight,hi there dwight schrute here i was just calling to see if michael scott paper was meeting all of your paper needs and how is reading off rolodex card brenda age four ponytail and simon age  oh you dont say
29550,dwight,holding up rolodex card schrute comma dwight and on the back he wrote great salesman better friend turns card over tall and beets
29551,dwight,and say hello to cheri who is your black wife hangs up and answers cell phone i see youre begging for mercy huh  well you will find none here
29552,michael,dwight do you mind if we talk
29553,dwight,sure thatd be fine
29554,michael,if you keep coming after us the michael scott paper company cannot succeed
29555,dwight,this is war and that is what happens
29556,michael,oh one more thing im going to have you listen while i steal your biggest client
29557,dwight,oh no no no no no
29558,michael,oh uh oh im turning you down right now
29559,dwight,michael michael
29560,michael,you can hear me but i cant hear you
29562,michael,oh great mr schofields ready to see me thank you so much
29563,dwight,dont let him in hes a traitor michael
29564,michael,walking in the door
29566,michael,mr schofield good to see you and im closing the door dwight runs out of the office
29567,michael,on speakerphone in dwights car now when dwight tells you that he will keep prices steady for a year i think he is speaking out of turn
29569,michael,yes he does not have the authority to say that i on the other hand am the president the owner and the founder it is like you are buying software from bill gates
29570,dwight,are you saying you invented paper
29571,andy,hugging a crying jim okay okay
29572,jim,oh god
29573,andy,okay tuna
29574,kelly,hey guys
29575,jim,hey
29576,andy,hello
29577,andy,excuse me can i have your attention everyone heres the deal everybody jim halpert is very upset and disturbed i dont know if it was something you did something you said a look you gave him maybe it was nothing at all but heres the deal ok it stops now
29578,kevin,i guess i could be nicer
29579,phyllis,andy i think jim is messing with you
29580,andy,oh really
29581,phyllis,mmhmm looks over to jim smiling through windows to the kitchen
29582,jim,okay
29583,andy,yeah okay what the heck is happennin here
29584,jim,two things i need you to understand one pam and i are very happy together
29585,andy,uh thats not what was
29586,jim,and two that stuff that happened with you and angela is a bummer and i know you dont think youre ever gonna find someone else but you will i promise you you will
29587,andy,oh man he got me so good i learned something about myself today yeah i wish this was a sofa cause i feel like i could sit here and talk for hours
29588,michael,what is that thing that dwight always says paper is the soil in which the seeds of business grow
29589,dwight,its not the soil its the manure paper is the manure ontime delivery is the soil aah runs into office
29591,dwight,spin move
29593,dwight,ha ha april th 
29595,michael,thats very rude
29596,dwight,i barge because i care april th  that is the date when you tried to switch paper providers for an obscure sociology textbook but were hung out to dry when the price of glossy stock increased
29598,dwight,la la la continuing  notice my persistence and recall continuing you called dunder mifflin and your order was filled within an hour
29599,michael,im going to pull a date out of the air right now april th  that is the last day that you evaluated your paper needs is it not we all know that the economy is bad and bloated companies like dunder mifflin
29600,dwight,come on
29601,michael,are going to fall by the wayside two of their branches have closed within the last year the michael scott paper company however has opened a new branch this very month
29602,dwight,what hes not telling you is that he will abandon you
29604,michael,that sounds like a fantastic idea i will see you this weekend for the penguins box seats as usual
29606,michael,good good good i will see you
29607,dwight,thank you mr schofield for your time much appreciated oh and tell me um hows your gay son
29609,michael,i color code all my info i wrote gay son in green green means go so i know to go ahead and shut up about it orange means orange you glad you didnt bring it up most colors mean dont say it
29610,dwight,how is tom the homosexual sophomore
29611,michael,i wanted to start a company not a war because in a war you always fight those you are closest to and the great tragedy of the civil war is that brother fought against brother for what what purpose did that serve apart from abolishing slavery in that case war was the right choice this doesnt feel as important though thats just how the world works i guess
29612,michael,he gives me leads and i take the leads from him and in exchange it makes him feel good and if a friend cant make you feel good then i dont want any friends except dwight because he is our only source of fertile leads
29613,michael,dwight just got howard family dry cleaners
29614,ryan,uncle dave
29615,michael,hes undercutting us big time hes actually taking a loss and paying the difference out of pocket
29616,ryan,thats my family when you mess with my family i cant be responsible for my actions
29617,pam,when are you ever responsible for your actions
29618,ryan,get off my ass you hag
29619,michael,hey hey hey something about that seems inappropriate
29620,michael,betrayal aint just a river in egypt
29621,andy,who is that knocking on my taste buds why its mr lemon hmmm nice to meet you
29622,pam,its good but wont it feel weird cutting into a cross
29623,andy,dont think of it as a cross in the judeochristian sense think of it more as a symbol of your lives crossing in marriage
29624,jim,when i think of it like that i do not think of the other connotations
29625,andy,yes
29626,pam,i dont think so andy
29627,jim,sorry her day
29628,andy,hey bud
29629,jim,are they looking at me
29630,andy,who
29631,jim,everyone everyone just keeps looking at me
29632,andy,are you sure
29633,jim,will you just talk to them please pam just knew
29634,michael,its  in the morning  do you know where your kids are  if you are ryans parents or pams parents or my parents you do  theyre gonna be in this van  with me  who am i  nothing to fear  i am just a  year old guy with a paper route
29635,michael,honking horn time to make the donuts laughs and drives away as ryan tries to get in the van  come on  whoa no i promise i wont do it again  come on  does it again denied
29636,ryan,weve been making  am deliveries for a couple weeks now  ever since ive gotten clean theres something about fresh morning air that just really makes me sick
29637,michael,hello time to make the donuts  oh halpert whoa boner patrol arrest that man your donuts make me go nuts  laughs hey pam
29638,pam,we got the van at a used car lot  we think it says alleluia church of scranton in korean  it was either this or an old school bus with an owl living in it
29639,pam,you didnt happen to bring any coffee did you michael
29640,michael,milk and sugar
29641,pam,oh awesome  youre a life saver  drinks from coffee cup wait is this just milk and sugar
29642,michael,thats what i said
29643,pam,do you drink this every day
29644,michael,every morning
29645,michael,were uh were doing okay  a couple weeks in and um were having fun  uh yep  we have  of those
29646,pam,an asian lady tries to enter the van oh oh excuse me  sorry sorry no  its uh its a paper company now  its not for the church
29647,charles,okay who covers bans pet grooming
29648,jim,oh theyre my client
29649,charles,no they were your client  they just called and told us theyre switching over to michael scott paper company
29650,dwight,sighs shame jim  i expected more
29651,charles,in the last month we have lost ten major clients to michael scott
29652,stanley,what are we supposed to do  they keep undercutting us on price
29653,charles,i dont want to hear excuses  i want to see improvements  this is unacceptable
29654,andy,hey boss uh id just like to point out that i have been here less time than these guys
29655,charles,why are you telling me this
29656,andy,i just think the bar should be lower for a newbie
29657,charles,is this something you really want to have said
29658,andy,i dont want to have said that  but i think its important that you know it
29659,charles,i dont know what to do to inspire these people okay maybe its my fault
29660,dwight,its not your fault some people just dont want to be inspired
29661,charles,i wrote a memo to all departments asking them to find ways to save money but uh
29662,angela,charles i got your memo thank you i want you to know im putting my foot down when it comes to expense reports  waste not want not
29663,charles,uh well said angela
29664,dwight,been there done that
29665,michael,you know what we need  we need some couches in here
29666,ryan,michael we should really consider getting a delivery guy
29667,michael,oh you know what you would love is if we built a loft
29668,pam,why would i love that can we afford a delivery guy
29669,michael,like in a dorm room  you put your desk underneath you have your loft up top  you can sleep up top
29670,pam,yeah i know what a loft is
29671,ryan,most dorm rooms dont even have that
29672,michael,most do in the magazines
29673,ryan,lets see what a delivery guy costs
29674,michael,we should look into that  or we just go for the loft
29675,david,david
29676,jim,hey david
29677,dwight,david wallace hello weve been expecting you david wallace  charles and i were waiting for you
29678,charles,there he is there he is  how was the trip up
29679,david,a lot better than a month at the scranton radisson im sure
29680,charles,oh you know it hasnt been that bad  hasnt been that bad  these people are the salt of the earth down here  you couldnt ask for a better way to learn a company
29681,david,hmmm
29682,charles,i feel like i should be thanking you
29683,david,uh
29684,jim,makes kissing puckering sound
29685,charles,the conference room is ready if we want to get started
29686,david,you know i just want to address everyone first
29687,charles,oh yeah take your time  stanley pay attention
29688,david,hi everyone
29689,kelly,hi
29690,david,hi  uh look its no secret
29691,kevin,hi
29692,david,hello  uh it is no secret that michael scott paper has siphoned off a large chunk of our core business  and im here i just want to assure everyone that we think this is just a temporary setback
29693,charles,right
29694,david,okay
29695,phyllis,maybe and i dont know if you had just returned michaels call none of us wouldve lost clients
29696,david,ive been wondering that myself lately  were just gonna get started were gonna figure this out rest assured  jim can you come in with us please
29697,charles,uh jim hold on whispers you know david uh dwights been my guy  okay
29698,david,hmm
29699,charles,yeah jim
29700,david,i find that extraordinarily surprising
29701,charles,he shows promise and jim i dont know i hes been a disappointment
29702,david,well bring them both in
29703,charles,okay great  uh dwight come on in  also jim
29704,dwight,come along afterthought
29705,michael,how much can we afford to pay a delivery guy
29707,michael,they are correct sir
29709,michael,okay a lame attempt at humor  swing and a miss
29711,michael,lowest in town
29713,pam,corporate greed
29714,ryan,look our price model is fine i reviewed the numbers myself  over time with enough volume we become profitable
29716,ryan,yeah
29718,michael,okay sure right so why dont you explain what that is to so that they can under just explain what that is
29719,ryan,explain what you think that is
29721,michael,explain that
29723,michael,well we dont
29725,michael,whatever yeah
29727,michael,our prices are the only thing keeping us in business
29729,michael,okay okay  hold on hold on  ty i would like you to crunch those numbers again
29731,michael,just crunch em  just crunch em please
29733,pam,did it help
29734,michael,hi jerry  michael scott  well this is slightly embarrassing laughs um im going to have to ask you to pay me a little bit more money for that delivery we dropped off yesterday  yeah we did we got the check but were just going to need a much much bigger check
29735,pam,when a child gets behind the wheel of a car and runs into a tree you dont blame the child  he didnt know any better  you blame the yearold woman who got in the passenger seat and said drive kid  i trust you
29736,jim,now would corporate approve a temporary price reduction for returning customers
29737,charles,god no
29738,dwight,stupid  yeah makes us look weak
29739,charles,i agree
29740,dwight,i say we fill michaels office with bees  my apiarist owes me a favor
29741,jim,really does he do good work or
29742,dwight,scoffs no jim i use a bad apiarist sighs
29743,david,fellas why dont we take a fiveminute break and then we will come back start fresh sort this out
29744,dwight,five minutes exactly
29745,charles,okay  hey dwight  can i talk to you
29746,dwight,sure thing
29747,charles,yeah
29748,jim,opens phone hey i saw you called
29749,jim,youre just out of business
29750,pam,we have maybe a month  i dont know what im gonna do
29751,jim,oh yeah well dont worry about it  well figure it out  well be okay
29752,pam,thats what michael said
29753,jim,oh yeah only this time we will be okay  cell phone rings dwights voice saying idiot idiot idiot oh thats my new dwight ring
29754,pam,i like it
29755,jim,good right  hello
29756,dwight,over phone idiot were starting back up  this is dwight by the way
29757,jim,oh okay kisses pam dont worry about it
29758,michael,did i ever tell you about the day that steve martin died
29759,pam,steve martins not dead michael
29760,michael,i know  but i always thought that the day that he died would be the worst day of my life  i was wrong  its this
29761,pam,you want to hear something sad
29762,michael,i would love that
29763,pam,so jim and i are getting married and the weddings really expensive  so i tried to get a job on the weekends to earn extra money  i applied to old navy target and walmart  none of em called me back  not even for an interview
29764,ryan,i never went to thailand
29765,pam,really
29766,ryan,i went to fort lauderdale
29767,michael,was it nice
29768,ryan,yeah it was amazing  there was a great pad thai place though
29769,michael,i love pad thai
29770,ryan,youve never had pad thai
29771,michael,no  theres a lot i havent done
29772,jim,now this is the projection over three months
29773,charles,we still have the inventory sitting everyone starts chattering at once
29774,dwight,let me float something out there okay  can i just say can i say something
29775,david,yeah yeah
29776,dwight,there is a hive of bees outside the front door  we kidnap the queen extract her alarm pheromones place them on a flushable wipe put that in his bathroom
29777,david,i cant believe im about to say this but the cheapest option is to make michael an offer
29778,charles,yes  yes i was gonna say the same thing  we should buy him out
29779,jim,oh but you didnt
29780,dwight,oh man  if only michael had children  thats how you really apply the pressure
29781,charles,what is wrong with you
29782,david,jim youre youre pretty close with him  you think theyd be up for hearing an offer
29783,jim,oh i dont know you know theyve taken a good deal of clients so
29784,david,yeah
29785,jim,i mean i guess i guess i could go down there and try to nudge them in the right direction
29786,dwight,you know what  why dont i do it okay michael adores me  im the man for this job  charles you got my back on this
29787,charles,no jim i think you should go
29788,jim,okay so ill be back in um back in a bit
29789,michael,knocking on door hmm
29790,jim,hey can i talk to you guys for a second
29791,michael,were not hiring jim
29792,jim,actually here for something else
29793,michael,listen i cant make you laugh right now
29794,jim,you know i love a good guessing game but why dont i just tell you what im here for  turns out you guys have made a pretty big dent in the dunder mifflin sales
29795,ryan,oh thats nice
29796,jim,david wallace has asked me to come down here and see if you would be interested in dunder mifflin buying you out
29797,pam,seriously  are you being serious
29798,ryan,hes bluffing pam
29799,michael,jim what you dont understand is that this companys worthl
29800,jim,oh
29801,michael,no we dont have
29802,jim,oh  see im here to learn as little information as possible  all i really need to hear is if your incredibly successful company would be receptive to a buyout
29803,michael,stammers uh yes
29804,pam,yes
29805,ryan,maybe
29806,jim,three yeses  i will see you titans of industry upstairs
29807,michael,yes well were not only tightends we are also quarterbacks
29808,jim,missed the last part
29809,michael,thats a pun
29810,jim,got it
29811,michael,yep oh wow
29812,ryan,okay so you are not going to reveal  in any way that were broke
29813,michael,of course not
29814,ryan,that were having any problem at all
29815,michael,nope nope nope
29816,pam,just to reiterate none of us is going to say anything that might indicate that we are going broke
29817,michael,right right there is no way in hell that i am going to say that were broke
29818,michael,oh im really worried that im going to say it
29819,pam,no michael
29820,michael,ah
29821,ryan,no man  youre youre fine
29822,pam,we have to come from a position of strength
29823,michael,im good im good
29824,ryan,just put it out of your mind
29825,michael,it is  im good
29826,michael,hello
29827,erin,hi
29828,michael,michael scott paper company to see mr david wallace  i believe were expected  david and charles walk out of conference room well well well how the turntables
29829,david,michael in order to expedite these negotiations we are prepared to make you a very generous offer
29830,michael,and we are prepared to reject that offer
29831,ryan,michael you  havent even heard
29832,michael,never accept their first offer  what is your second offer
29833,david,
29834,michael,are you kidding me  that is insultingly low  i dont even want to hear what your first offer was
29835,angela,what do you hear
29836,kelly,mumbles
29837,david,heres the situation  your company is four weeks old  i know this business  i know what suppliers are charging  i know you cant be making very much money  i dont know how your prices are so low but i know it cant keep up that way  im sure youre scared  probably in debt this is the best offer youre gonna get
29838,michael,ill see your situation and ill raise you a situation  your company is losing clients left and right  you have a stockholder meeting coming up and youre going to have to explain to them why your most profitable branch is bleeding  so they may be looking for a little change in the cfo  so i dont think i need to wait out dunder mifflin  i think i just have to wait out you
29839,david,okay now i dont know that i can get this i do have to go to the board for approval hows about   hmm    michael
29840,michael,stutters well have to talk
29841,charles,what
29842,ryan,well have to talk about this
29843,pam,mmhmm
29844,michael,just amongst ourselves
29845,david,okay yes please take the room be right outside  take your time
29846,michael,oh my god oh my god
29847,pam,
29848,michael,we are so rich
29849,pam,are you kidding me
29850,dwight,well jerry the one who got away  may i ask why youre leaving the michael scott paper company  really  please hold  gets up and runs to kitchen  charles
29851,charles,dwight
29852,dwight,may i have your attention  the michael scott paper company is broke
29853,charles,what  howd you hear that
29854,dwight,theyve been calling all of their clients and begging them to pay more money  that can only mean one thing  theyre desperate  which can only mean one thing  theyre total failures
29855,jim,great work dwight
29856,dwight,quiet you
29857,jim,no i mean great detective work  cause this must be the first case youve ever cracked right
29858,dwight,you dont crack a case  that has pejorative connotation  thats like calling a policeman a cop  you solve a case and yes ive solved plenty
29859,charles,so how long can they stay viable
29860,jim,what are your top five cases
29861,dwight,im gonna answer charles first
29862,jim,because youve solved zero cases
29863,dwight,okay one case of the beet bandit  missing beets from all over the farm  no footprints inside job  mose in socks  boom case closed
29864,charles,okay do  not go anywhere near the conference room
29865,dwight,done
29866,charles,because you have embarrassed me for the last time today  got it
29867,dwight,im not im not following you
29868,charles,you two are morons
29869,jim,got it
29870,dwight,wh
29871,charles,get out
29872,david,so youve thought it over yes and you accept our offer  we can finally put this whole thing behind us  hmm
29873,michael,no
29874,pam,can you give us another minute please
29875,david,yeah
29876,charles,oh okay
29877,pam,michael
29878,ryan,how could you do this to me michael  you just cost me 
29879,pam,why are you assuming youd get the whole thing
29880,michael,its a lot of money okay  but we need money coming in every week  we need jobs  wouldnt you rather have a fishing pole than a fish
29881,ryan,i would rather have  honestly
29882,pam,no michaels right  jobs are safer
29883,michael,agreed
29884,pam,agreed  but thats all okay
29885,ryan,yeah discuss these things
29886,michael,shut up shut up  hello
29887,michael,i want my old job back  i want my old parking space back  i want a sebring
29888,charles,they dont make them anymore
29889,michael,and i want charles gone
29890,david,i am not firing charles  he is very valuable
29891,charles,thats very kind of you to say david
29892,michael,i need him gone
29893,david,no
29894,michael,okay then i want pam back
29895,david,uh you already have a new receptionist
29896,michael,sales
29897,pam,thank you
29898,david,pams not a salesperson
29899,michael,yes she is  at the michael scott paper company in its heyday
29900,pam,thats right
29901,david,okay  please continue
29902,michael,and ryan
29903,david,ryan cost dunder mifflin hundreds of thousands of dollars michael  ryan is
29904,michael,you know david  i dont care if ryan murdered his entire family he is like a son to me
29905,david,do you realize what youre asking for here  youre talking about salary plus health benefits
29906,michael,and dental this time
29907,david,insurance taxes social security for three people  this is a heck of a lot more than  grand  youre talking about a multimillion dollar buyout
29908,michael,these are our demands
29909,david,your company cannot be worth that much
29910,michael,our company is worth nothing  thats the difference between you and i  business isnt about money to me david  if tomorrow my company goes under i will just start another paper company  and  then another and another and another  i have no shortage of company names
29911,david,michael
29912,michael,thats one of em yes  these are our demands  this is what we want  our balls are in your court
29913,david,okay  deal  okay
29914,michael,can we have the room please
29915,david,yeah david and charles leave room michael shuts the door and closes the blinds
29916,ryan,yes yes yes
29917,pam,alright
29918,michael,yes can you believe it  thats what im talking about
29919,michael,there are certain defining moments in a persons life  the day he is born  the day he grows hair  the day he starts a business and the day he sells that business back to dunder mifflin  what have i learned from all of this  it is far too early to tell  i just know that i am flying high and i dont even want to think about it  i just want to enjoy it
29920,charles,hey guys
29921,michael,no no youre done
29922,kevin,at least once a year i like to bring in some of my kevins famous chili  the trick is to undercook the onions  everybody is going to get to know each other in the pot  im serious about this stuff  im up the night before pressing garlic and dicing whole tomatoes  i toast my own ancho chilies  its a recipe passed down from malones for generations  its probably the thing i do best
29923,michael,someone is returning  he started his own company and now hes back  who could it be ill give you a hint  he is a man  a man you have missed with all your heart  a man who has ruined all other men for you  who is it
29924,ryan,whispering who is it
29925,pam,whispering who is it
29926,michael,whispering its michael scott  applause michael jumps through sign hold it up  conference room five minutes
29927,michael,well i guess the first order of business is to welcome back me and pam and ryan  scattered applause and how about casual friday again huh  reinstituting casual friday  you all look great  what i want to do right now is try something a little different  im going to throw it out there starting with this meeting  i want you guys to run it  i want you to say whatever you want  take it away  your meeting
29928,dwight,after a few moments of silence  whwhat are you doing
29929,michael,if there is something that you would like to say as a group then by all means you may say it to me right now
29930,angela,okay
29931,michael,yes
29932,angela,people are dressed inappropriately
29933,michael,take it up with toby  what i want you to do is i want you to look inward  and i want you to reflect  and i want you to say something different
29934,jim,can you give us a hint
29935,michael,when i needed salespeople for my new paper company  everyone here turned their back on me  am i going to ask them to beg for forgiveness  no am i going to ask for big crying apology no  am i going to ask them to slit their wrists for me no  i just want a tiny microscopic version of that
29936,michael,oscar what were you going to say
29937,oscar,nothing  i didnt say anything
29938,michael,all right
29939,erin,do i still have a job here
29940,michael,not important everyone mutters okay alright  yes yes you have a job  frankly you have a job because ryan and pam are starting with us as salesmen
29941,dwight,wait what
29942,stanley,how is that going to work
29943,michael,its going to work very smoothly because pam and ryan are bringing over a ton of clients from michael scott paper company and
29944,phyllis,you mean the clients you stole from us
29945,dwight,yeah  arent we getting those clients back
29946,michael,no you lost those clients
29947,andy,i call foul sir
29948,michael,okay
29949,dwight,you were bought out  so the company then bought out all of the stolen clients
29950,michael,okay dwight  let me explain something to you  i set the rules and you follow them  blindly okay   and if you have a problem with that then you can talk to our complaint department  its a trash can
29951,meredith,to ryan dont fall in love with me kid
29952,pam,laughs  boscovs at the steamtown mall
29953,phyllis,it sure looked good on the mannequin
29954,pam,well you have good taste
29955,phyllis,well thanks  i sure wish i had more time to talk to my clients though
29956,pam,what
29957,phyllis,isnt that what you said to a bunch of my clients when you were stealing them  that i didnt have enough time for them
29958,pam,oh i um
29959,phyllis,close your mouth sweetie  you look like a trout
29960,angela,the man is wearing sandals  i dont need to see oscars toes at work  gross  i mean he looks like he just got off the boat
29961,toby,cant you just not look at his feet
29962,angela,excuse me oh youre so educated arent you toby  so trained to deal with a hysterical woman  i dont want to look at his feet  storms off do your job
29963,toby,well i was in the seminary for a year and dropped out cause i wanted to have sex with this girl cathy  followed her to scranton  took the first job i could find in hr  later she divorced me  so no i wouldnt say i have a passion for hr
29964,michael,hands ryan a soda there you are my friend
29965,ryan,oh thanks man
29966,michael,pamela
29967,pam,thank michael
29968,michael,yep
29969,dwight,fresh hot ink
29970,stanley,new file system
29971,dwight,trust me stanley  youre going to want to read this memo very carefully
29972,stanley,i am not changing the way i do my files
29973,dwight,no no  this goes for all of you  believe me you are going to want to heat my words
29974,dwight,when held over heat the invisible ink will reveal that everyone should meet at the warehouse immediately  do not ask me where i got the invisible ink  urine  it was urine
