,Name,Line
31315,jim,"   michael, did you say anything?  "
31316,michael,"   tell you what, when you leave this office i am going to call wallace and i am going to tell him that you should get that promotion.  "
31317,jim,   really?
31318,michael,   yes!
31319,jim,   you will?  wanna do it right now?  
31320,michael,   yes.
31321,jim,   i tried to keep michael in the dark.  i should have known that he can do just as much damage in the dark.  
31322,dwight,   i need to see your pupils.   i need to see if they're dilated.  
31323,toby,   if they were dilated... 
31324,darryl,   toby! dwight!  is that them?  
31325,gwenneth,   definitely.
31326,darryl,"   you come to my house, bust up my trash cans, call my baby sister an ass****, and told her to eat dog food.  "
31327,dwight,   we thought that she was you.
31328,darryl,   why would you think a lady is me?
31329,dwight,   are you... are you serious?  be... cause you look exactly alike.  am i the only one?  are you getting this?
31330,toby,"   no, nah.  i don't see it."
31331,darryl,"   here's what i'm gonna do, i'm calling corporate and i'm filing a complaint against both of you.  "
31332,dwight,"   aww, darryl."
31333,darryl,   c'mon gwenneth.  
31334,gwenneth,   sad.
31335,david,   [on phone] this is david.
31336,michael,"   hey david, this is michael scott.  [jim pushes speaker phone button]  michael scott here.  "
31337,david,   yep.
31338,michael,   just wanted to talk to you about  jim halpert.  i understand that he did not receive the promotion.  and i wanted to see what i could do to nudge you in the right direction.  
31339,david,"   so, what, you're changing your mind about jim?"
31340,michael ,"   absolutely, [turns speakerphone off] not. [turns speakerphone back on]  like i said before, jim is fantastic and he deserves this job.  "
31341,david,"   michael, it seems like you're cutting in and out... this is not what you said earlier.  "
31342,michael,"   wha... here's the thing, jim is the best man for this job, i think you should give it to him.  "
31343,david,"   well, it doesn't change what you showed me in jim's file.  "
31344,michael,"   well, nnnn, that... that was an anomaly.  that file had been falsified.  toby flenderson is doing drugs.  "
31345,david,"   michael, i really don't know what's going on [police sirens in background] down there, but... oh, dammit, i am getting pulled over for talking on my cell, dammit.  "
31346,toby,"   hey darryl, look ahhh, we're here to apologize ahh... "
31347,darryl,   cool.
31348,dwight,   wait!  they're using the lift as their own personal elevator.
31349,toby,   what?
31350,dwight,"   he broke his ankle climbing over the railing and he lied about it because it was a misuse of company equipment, case closed.  "
31351,darryl,   stupidest thing i've ever heard.  
31352,dwight,   really?  then why is there new wood only on one railing?  hmmm?   we should check the security tapes toby.  
31353,toby,"   well, i don't think there's any reason to check 'em but i suppose if we wanted to be really certain... "
31354,darryl,"   alright, yeah fine so whatever... "
31355,dwight,   yes!
31356,toby,   you really did it... 
31357,dwight,"   now, i would like to file an official complaint to corporate because darryl lied on an official form.  "
31358,darryl,   and i'm telling them you guys sexually harassed my sister.  
31359,dwight,   phhhht.  no judge is gonna believe that... 
31360,toby,"   ahhh, kay.  look, we could all file complaints against each other and just drown in a sea of paperwork, but you know, we can just move on with our... with our lives.  "
31361,toby,   so dwight and darryl came to an agreement that both would file complaints with corporate and now i get to do all this paperwork.  we worked it out.
31362,michael,"   hey, hey jim, it would make me feel really good right now if you would just punch me in the face.  alright,  just do it."
31363,jim,   how many times have i asked you to put me up for a branch manager job.
31364,michael,"   i never recommended you because i didn't want to lose you and i didn't want to lose pam, [starts to choke up] and now i don't wanna lose the baby.  "
31365,jim,"   so instead, you screwed me?  "
31366,michael,   that's what she... 
31367,jim,   no.
31368,erin,   david wallace is calling.
31369,michael,   kind of in the middle of something here.  
31370,erin,   should i tell him you'll call him back?  
31371,michael,"   i, yeah... no, i'll tell him myself.  let's both.  "
31372,michael,   [on phone] hello.
31373,david,"   hey michael, you got jim there with you?  "
31374,michael,"   no, it's just us.  "
31375,david,"   actually, can you call jim in? i want him on, please.  "
31376,michael,"   oh, oh, well here he is right now.  [michael knocks on desk]  come in.  [makes sound effects for door opening and footsteps and points to jim to answer]  "
31377,jim,   hi david.  
31378,david,"   hey guys, so i spoke to alan, we had kind of an unconventional idea, which i think is pretty cool.  but it only works if everyone's on board. "
31379,michael,   well just as long as it means jim becomes a manager.
31380,david,   we were thinking of having two branch managers in scranton.  both of you guys working as co-managers.  jim would handle the day to day and michael you would focus on clients and big picture stuff.  
31381,jim,"   wow, that sounds pretty cool.  "
31382,michael,"   i like that, so manager and co-manager.  "
31383,david,"   co-manager and co-manager.  see, there are a lot of moving pieces and this is the only way i can sell it upstairs.  "
31384,michael,   well that might be a little confusing for people because they know me as manager.  
31385,david,"   alright, hey michael can you pick up for one second.  [michael picks up phone] okay look, i'm not going to force you into anything.  if you're willing to lose jim, fine, you just say so and we'll find another solution, okay.  is that what you want to do?  "
31386,dwight,"   okay people,  listen up, i have an announcement to make, fraud was committed... "
31387,michael,"   okay everybody, i have an announcement to make... whoa do you have an announcement?  "
31388,dwight,   i'm... i was making it.
31389,michael,"   everybody, david wallace and i have talked and we have decided to promote jim to the position of co-manager.  "
31390,stanley,   co-manager of what?
31391,michael,"   of your butt, and your butt, and your butt, all of the scranton branch butts."
31392,phyllis,   what's happening to you michael?
31393,michael,"   what's happening to me?  i am also being promoted to co-manager, we will be co-managers together.  jim halpert, welcome."
31394,jim,   [shakes michael's hand] thank you. [dwight looks disappointed and angry behind them]  
31395,dwight,  ahhhhhhhhhhhh!  
31396,meredith,"   niagara falls in october?  pfft, hells yeah."
31397,pam,   do you think that you could send in your rsvp card?
31398,meredith,"   nah, i'll just tell you now, easier."
31399,pam,"   well, you have to choose a food option and there's information in there about directions and lodging... "
31400,meredith,"   i'll just have whatever's fanciest, unless there's ribs.  i'll just get the other information the day of, i'll text you.  "
31401,pam,"   you are going to text me, the morning of my wedding. "
31402,meredith,   uh huh.
31403,pam,   to ask for directions..
31404,meredith,   right... 
31405,pam,    and you will eat whatever is fanciest?  
31406,meredith,   unless there's ribs. [leaves]
31407,angela,   rude.
31408,pam,"   so rude, right?"
31409,angela,   mmm hmmm.
31410,pam,"   [sits down] oh my gosh, i have been chasing people down all day.  it's incredible.  "
31411,angela,"   pam, my bag was there... "
31412,dwight, [in michael's office] could you please sign my expense report?
31413,michael," no way, no how. expense reports are a day-to-day item. that is jim's now. i am exclusively big picture, epic."
31414,dwight, [in jim's office]  sign this.
31415,jim," ah, ah, ah. where's the ""please""? we're not animals."
31416,dwight, sign it.
31417,jim," no, not without a ""please."""
31418,dwight, idiot.
31419,dwight, [in michael's office] i have a complaint about jim.
31420,michael, that is not big picture.
31421,dwight," i would like to file a huge, enormous, massive complaint about the tallest guy in our office."
31422,michael, ... okay.
31423,dwight, jim won't sign my expense report.
31424,michael, that is not-- okay-- that is day-to-day.
31425,dwight," no, that is huge."
31426,michael, you're trying to trick me.
31427,dwight, this has to do--
31428,michael," get out, get out, get out, get out, get out."
31429,dwight, [in jim's office] i'd like to lodge a complaint.
31430,jim, i'm sorry to hear about that. who is this about?
31431,dwight, you!
31432,jim, okay. just want to let you know i take complaints very seriously. so... when did this happen?
31433,dwight, one minute ago.
31434,jim, okay. and how do you feel?
31435,dwight, angry.
31436,jim, all right. did he hit you?
31437,dwight, no.
31438,jim, did you cry?
31439,dwight, no.
31440,jim, did you feel like crying?
31441,dwight, no.
31442,jim," i'm just gonna write ""held back tears."""
31443,dwight," wait, stop writing that. that is not true."
31444,jim," if you stop crying, i'll stop writing it."
31445,dwight, i'm not cr-- uhh!
31446,dwight," i deserved that promotion, not jim. oh, man. makes me want to put him in a triangle choke hold and force him down to the ground and just keep pressing and pressing. and then flip him over and then put him in a hammer lock! and he's gasping, he's panting! every last breath! and the crowd is going crazy. and boom! i emerge victorious! [claps hands and stands up] aha! $18,000 and a chance at the title! ooh hah! "
31447,erin," [at the door] dwight, jim wants you to keep it down."
31448,michael," everyone, now would be a good time to freshen up, because i'd like everyone to meet in the conference room in five minutes. and i suggest that you bring a snack, because we may be in there for a while."
31449,jim, michael... 
31450,michael, yes?
31451,jim, can i talk to you in my office for a second?
31452,michael," mmm, sure, but could i first talk to you in my office?"
31453,stanley, can i also be a boss?
31454,oscar," look, it doesn't take a genius to know that any organization thrives when it has two leaders. go ahead, name a country that doesn't have two presidents. a boat that sets sail without two captains. where would catholicism be without the popes? "
31455,jim, i have noticed that we--
31456,michael, welcome.
31457,jim, thank you. i've noticed we've been having a lot of conference room meetings. 
31458,michael, mm-hmm.
31459,jim," and i'm wondering if perhaps those are a bit, um--"
31460,michael, disruptive.
31461,jim, yes.
31462,michael," no, i don't think they are. i think the meetings are very important. "
31463,jim," okay, maybe we should talk specifics. "
31464,michael, let's do.
31465,jim," okay. yesterday, we had a meeting about planets."
31466,michael," n-- well, to be fair, jim... james... jimothy... to be fair, jimothy, the-- ah, that sounds weird. are you okay with being called jim?"
31467,jim, i am.
31468,michael," alright. jim, to be fair, the conversation wasn't about planets... "
31469,jim, right.
31470,michael," at first, we were talking about introducing a line of toilet paper. and what part of the human body does one use toilet paper upon? so you draw a line from there to the other planets, and i think by the end, we all learned a little bit about how small we are."
31471,jim," yes, i agree. "
31472,michael," because it's a big universe, and we're all just little, tiny specks of dust. "
31473,jim, i just think that maybe they're eating large amounts of the day.
31474,michael," you know what eats a large amount of the day are naps. you go to sleep, it's light out, you wake up, it's dark. that's the whole day. where did that day go? i have no idea."
31475,jim, you mean on a weekend?
31476,michael, yes.
31477,jim, how about this? i think our goal should be we don't have meetings unless they're absolutely essential. 
31478,michael, alright. no more meetings this week. 
31479,jim, really? you just agreed to that?
31480,michael, i can be very suprising.
31481,phyllis, what's going on?
31482,pam," i need to fit into my wedding dress. however, i'm also pregnant."
31483,ryan," you know, it's a myth that women have to gain more than nine pounds in a pregnancy. look at these actresses. some of them lose weight. "
31484,phyllis," hey, did you guys register for wedding gifts?"
31485,pam," we did, but mostly because people expect us to. we're also accepting other gifts not on the registry... however much."
31486,pam," it's awkward asking people for money, but we could really use it. why doesn't crate & barrel let you register for a toaster full of cash? "
31487,phyllis, perfect. i hate registries.
31488,pam," oh, good."
31489,phyllis," my cousin makes the most amazing romantic birdhouse mailboxes. i know i shouldn't tell you, but you'll still be suprised when you see it. you're not registered for a birdhouse, are you?"
31490,pam," no, we're not."
31491,phyllis, good. good.
31492,michael, mm-hmm?  
31493,jim," [walks in, see's oscar, stanley, creed and kelly sitting in michaels office] okay, i thought i saw people missing."
31494,michael," yeah, just focus-grouping a product expansion idea to these folks. got one of each."
31495,jim," really? hey, stanley, what was the last thing michael said before i came through the door?"
31496,michael," stanley, you don't need to answer that."
31497,jim, stanley?
31498,stanley," ""if you don't smell this, you're fired."""
31499,jim," okay, michael, i thought we agreed to not take up people's time with meetings like these."
31500,michael," what do you mean by ""these people""?"
31501,jim," michael, this is a conference room meeting."
31502,michael," oh, hey, everybody, i think that jim has gone insane, because he thinks that my office is a conference room."
31503,jim, that's not what i meant.
31504,michael," listen, jim, no offense, but when push comes to shove, what i want is more important that what you want."
31505,jim, i disagree.
31506,michael, what do you guys think? [all start talking at the same time] 
31507,jim," great. guys, can i just have a moment alone with michael?"
31508,michael," no, no, no, you don't need to go anywhere. anything that jim has to say to me, he can say in front of these types of people. "
31509,jim," that is not what i said, and, also, i am co-manager, meaning you are not the only manager anymore. i am also i co-manager."
31510,michael, that is not what wallace told us. 
31511,jim, that's exactly what wallace told us.
31512,michael, that is not the way i heard it.
31513,kelly," i love rivalries-- michael or jim, paris or nicole, heidi or l.c. it's so much fun. but i guess if i'm really thinking about it and answering your question honestly, i'd have to go with l.c.  heidi's a bad friend, and her skin is terrible. "
31514,michael," it is one thing, me giving you the co-manager title. it is another thing, you bossing me around. "
31515,jim," i'm not bossing you around. i'm trying to do my job, which is sharing your job, so maybe we should just call david wallace."
31516,michael," no, no, no. no, we will not call david wallace. [michael pulls out his cell phone] i will call david wallace."
31517,erin, david wallace is on line two for you guys. 
31518,michael, or david wallace will call us on line two. why don't we just--
31519,jim," hey, david. you got jim here."
31520,michael," hey david, this is michael, senior co-manager. "
31521,david wallace," hey guys, um, i'm calling, because, unfortunately, we will not be able to give out cost of living raises this year, and i know people expect it. however, there just is only a small amount of money for each branch, so we're leaving it up to the managers to decide how to distribute it. "
31522,michael," got it, dave. sounds like your classice big-picture decision. "
31523,jim, which will clearly affect the day-to-day well-being of our employees. 
31524,david wallace, it's probably a little of both. 
31525,michael, which is it more of? 
31526,david wallace, excuse me?
31527,jim," david, i know that i'm very new at this, but i have a very good perspective on how things work. "
31528,david wallace," wait, i'm sorry. michael, are you-- are you texting me?"
31529,michael, i thought maybe we could talk after this is over. 
31530,david wallace," look, i need you both to take care of this. this is not going to be a problem, is it?"
31531,jim," nope, not at all. "
31532,michael," no, it will not be. i am on top of it."
31533,david wallace, very good. 
31534,jim," alright, thanks alot, david."
31535,michael," talk to you later-- [jim hangs up] okay, you didn't let me say good-bye. [sighs, and claps hands once] alright, i am looking forward to this. "
31536,jim, you don't have to lie. 
31537,michael," i hate the fact that we have to do this together. i think we work better separately. when i am irritated and i look at you, i don't see you anymore. "
31538,jim, right. 
31539,michael, all i can see is how big and gross the pores on your nose are.
31540,jim, alright. let's get started.
31541,creed," hey, why haven't we ever, um... "
31542,meredith, we have.
31543,michael," you know, there's no easy way to do this. i say we add 1.5% to their paychecks and don't say anything about it."
31544,jim," do you mean, like break-in in the middle of the night and change the numbers on payroll?"
31545,michael," no, we can do it during the day. it doesn't have to be that dramatic, jim."
31546,jim, okay. you know what would help is a pros and cons list for our options. 
31547,michael," jim, don't take this the wrong way. are you gonna take this the wrong way?"
31548,jim, it's hard to tell so far.
31549,michael, you use your brain too much.
31550,jim," i'm sorry, are you advocating that i use it less?"
31551,michael, sometimes the smartest people don't think at all.
31552,jim, you just came up with that.
31553,michael, as i was saying it.
31554,jim," yeah. okay, so for the 1.5% increase, pro-- everyone gets a little bit. "
31555,michael, [in nerdy voice] con-- you look like a nerd.
31556,jim, con-- no one gets as much as they did last year.
31557,michael, pro-- you get to share your pros and cons list with the other nerds.
31558,jim, pro-- no favoritism. 
31559,michael," con-- you unzip your pants, and you find that there's a calculator down there."
31560,jim," i've been studying michael for years, and i've condensed what i've learned into this chart-- [pulls out a pie chart] how michael spends his time. as you can see, we have procrastinating and distracting others, and this tiny sliver here is critical thinking. i made it bigger, so that you could see it."
31561,kevin," hey, pam, i heard that you were registered, but i didn't hear where. "
31562,pam, i don't think we registered anywhere. we just want cash.
31563,kevin, like money? like you-- you want my money?
31564,pam, mm-hmm.
31565,kevin, will you take a check?
31566,pam, yeah.
31567,kevin," cool. in the memo line, i'm gonna write, ""to love's eternal glory."""
31568,pam, okay.
31569,kevin, wait til' monday. 
31570,pam," is this what i've become? materialistic? shallow? i feel horrible. [looks down at the check] oh look! ""mrs. pam halpert!"" that's the first time i've seen it in writing!"
31571,jim," you know, the more i think about it, the more i think we should give it to the salesmen. "
31572,michael, that will not go over well. 
31573,jim," i know. i just think it seems smart to keep the salesmen happy right now. 'course i know that this might come off as biased, so you know what? let us... "
31574,michael," oh, my god! are you gonna make another pro and con list? i'm gonna kill myself. "
31575,jim, i'm not gonna let you stop me from thinking. 
31576,michael," no! i could not do that, jim. i can see it in your crusty little eyes that you are going to make everything perfect. if i can just think this through, if i could just think it exactly right, i can make this perfect, and then i can go down every avenue, and every avenue off of that avenue, and then another avenue. "
31577,jim, michael. 
31578,michael, and then another--
31579,jim," look, you have a lot of strengths."
31580,michael," oh, i do?! tell me what they are. "
31581,jim, i think that you are able to take constructive criticism very well. 
31582,michael, ha! that-- i am not known for that!
31583,jim, but there is a reason why i'm here!
31584,michael, yes! you went over my head to wallace!
31585,jim," no, it's because you also have a lot of weaknesses, michael!"
31586,michael," okay. well, why don't you tell me what those are, jim? why don't you enliven me?"
31587,jim, i don't think you're good at making tough decisions!
31588,michael, ah. 
31589,jim," at thinking out the options, and then stating that decision very clearly, especially when it's an unpopular decision. "
31590,michael," okay, here's a tough decision for you. you suck! you suck! is that clear enough for you?!"
31591,jim," but maybe i'm here for a reason, because i might have some good ideas, too. i've been sitting out there, and i've been learning a lot, and maybe i can just bring something different to the table. "
31592,michael," okay, skippy, here we go. why don't you run yourself out there and tell them? [laughs] you call it."
31593,jim, [leave the conference room to address everyone]
31594,michael, [to the camera] this had better be terrible. 
31595,jim," could i have everyone's attention, please? i have some tough news, so i'm just gonna give it to you straight. truth is, we only have so much money for raises this year, so the simple fact is some people will get raises, and some people won't. now, what we've decided is, we are gonna give those raises to the sales staff. "
31596,meredith, wait. seriously?!
31597,jim," look, you guys are smart, so i'm just leveling with you. i'm just trying to treat you like adults. "
31598,oscar," thank you, jim, for thinking that we're smart people. "
31599,angela," but, i do not understand. if we're such smart adults, then why don't we get raises?"
31600,oscar," excellent question, genius. it's because jim wants to give the raises to his friends and the people he sleeps with. "
31601,jim," ooh, easy. that's not it at all. "
31602,oscar, well?
31603,jim," really what it is, is about the money the sales staff brings into the office.  "
31604,kelly," [walks in from shopping, with bags in her hands] what's going on?"
31605,kevin, jim is only giving raises to the salesmen. 
31606,kelly, what the hell?! why are you being such a jerk?!
31607,oscar," hold on, kelly. would it help you to know that jim thinks you're smart?"
31608,kelly, no! [put's down her bags] how is that gonna repair ryan's car?!
31609,dwight, this is ridiculous! how could he do this to us?!
31610,jim," okay, dwight, you know what? you'd be getting the raise so--"
31611,dwight," what about all these people, huh?! how is it fair to them?!"
31612,oscar, exactly!
31613,kevin, totally!
31614,oscar, we work just as hard as the sales people. we deserve raises. 
31615,creed, yes. 
31616,angela," yes. they don't get 'em, if we don't get 'em!"
31617,meredith, my kid needs shoes! you want to tell him he doesn't get shoes?!
31618,kevin, yeah. 
31619,dwight," her kid needs shoes, jim!"
31620,meredith, what the hell?! [everyone complaining at jim]
31621,jim," wow! i'm just gonna rewind and back off a bit, so... [imitates a tape rewinding and chuckles, michael comes over by jim laughing]"
31622,michael," that was good! that was good! okay, all right. well, we all know it's hard to be a boss, right? you know what? look around you. these are your best friends. these are the people who will open their hearts to you. they all have heart-ons for you [someone growns in disgust], and that is a gift. so in terms of gifts, we should be giving each other gifts. angela, yes, lend oscar a cup of sugar. this--"
31623,angela, what are you talking about michael?
31624,stanley, we just need to hear your plan for our raise. 
31625,michael, my plan-- a man-- panama. 
31626,andy, that's not how that goes. 
31627,meredith, you're not saying anything. at least jim was being direct...  
31628,jim," thank you, meredith. "
31629,meredith, ...when he was telling us his dumbass plan. 
31630,oscar," we would just like to know what's happening. are we getting a raise, yes or no?"
31631,michael," alright! let me get this clear! does everybody want a raise? [all say yes] alright, everyone wants a raise, so what we're going to do is go into here, and we will not come out until we do. "
31632,oscar," again, that gives us no information. "
31633,phyllis," this isn't a game, you know? it's our livelihood!"
31634,michael, what about a raise based on merit? 
31635,jim, rank each person individually?
31636,michael," mm-hmm. piece of cake. ryan, obviously the best. "
31637,jim," [sarcastically] well, obviously. too bad he's a temp and doesn't count, so let's get started. [starts to write on a piece of paper]  "
31638,michael, are you making a--
31639,jim, nope. i'm numbering the paper. 
31640,oscar, [everyone talking to the camera] just--
31641,kevin," yeah, i don't understand how they can even consider giving money to some people and not the rest of us. "
31642,angela, it's not like we're not gonna see the checks. we're in accounting! 
31643,meredith, i am so pissed at this company!
31644,dwight, [out the side of his mouth] and jim!
31645,meredith, yeah. who said that?
31646,dwight, i think it was creed. 
31647,creed, yep.
31648,jim," [to camera] it's going really well, actually.   "
31649,jim," [to camera, holds up a bean] each boston baked bean represents half a percent raise. we each got 24 beans, so the idea is, you place the bean on the picture [walking around the table] of who you think deserv-- who's that? [picture that michael drew of toby, looks like a monster]"
31650,michael, toby.
31651,jim, he's not a part of this. you know that. 
31652,michael, just wanted to draw a picture of him. 
31653,jim," okay, your move. "
31654,michael, alright! who to pick? [walking around the table] who to pick? 
31655,jim, here we go. 
31656,michael, i... will skip a turn. 
31657,jim," okay, you're gonna still have to play that bean. you know that."
31658,michael, i need more time. 
31659,erin," wallace sent an e-mail about a meeting next week. he wants you both to respond. [michael and jim leave, dwight sneaks in] "
31660,dwight," people are starting to notice how terrible jim is. it's great. eventually, they'll rise up and revolt. my only hope is that they do it sooner rather than later. if the people here were our founding fathers, the revolutionary war would have been delayed ten years, because stanley washington was napping, and phyllis hancock was still signing the declaration, and kevin jefferson was distracted by a butterfly. "
31661,dwight," come on in. [everyone looking around at all the pictures and beans on the table]   that's right. come in, feast your eyes. they determine our worth by putting beans upon our faces."
31662,oscar, what the hell?!
31663,dwight, things were not this bad when just michael was manager. 
31664,michael," hey, what are you guys doing in here? "
31665,kevin, what does a bean mean?
31666,pam," why aren't there any beans on this very old, frizzy-haired picture of me?"
31667,kevin," michael, what does a bean mean?"
31668,pam, jim?
31669,jim, i was just trying to be unbiased.
31670,kevin, what does a bean mean?!
31671,oscar, someone please explain it to kevin. 
31672,meredith, why can't you? my time is just as valuable as yours.
31673,phyllis, not according to the beans. 
31674,angela, this is how you make this important decision?
31675,andy," there's no way that stanley gets more beans than me. [starts to take stanley's beans, stanley swats andy's hand with his crossword puzzle] that is ridiculous. this is how it works. [everyone continues to argue]  "
31676,phyllis, it's not so much that i might not get a raise. it's just demeaning!
31677,andy," thank you! that is exactly-- by the way, i would also like a raise."
31678,phyllis," yeah, i would, too. "
31679,dwight," are we idiots? [gets up, starts walking around] what right does jim have to claim authority, hmm? is he as good a salesman as i? is he as matronly as phyllis? there are moments where we can affect change. for a few seconds every decade, we exist, and these are those seconds! let us storm his castle! come on! tick-- let's get him. tock-- let's get jim! tick-- and drag jim out of his office! tock-- take his keys away from him! tick-- that's a clock! the time is getting very close! it's now or never! what say you?!"
31680,phyllis, i say no. 
31681,dwight," no, i mean, what do you say to my plan? [all groan] okay."
31682,michael," [leaving his office, hurrying to jim's office]  "
31683,kevin, what does a bean mean?
31684,michael, [in jim's office] how you doing?
31685,jim," uh, on a scale of one to ten, i'd say i'm about a four."
31686,michael," oh, what are you usually?"
31687,jim, six. you?
31688,michael," usually a ten, but i'm feeling like a zero. "
31689,jim," i mean, a performance-based raise sounded like a good idea, right?"
31690,michael," i know, i know. "
31691,jim, we tried to find the fairest way to do it. 
31692,michael," yes, we did. "
31693,jim, i just-- what?
31694,michael," um, nothing. i just... i used to have to do this part alone, and it was the worst. i have something i would like to give you. [leaves office]  "
31695,phyllis, michael!
31696,kevin, michael!
31697,phyllis, come on! this isn't fair!
31698,jim, [to camera] michael's my only friend left in the office. except pam... i think. is she still upset?
31699,phyllis," [at michael return to jim's office] michael, you cannot just keep avoiding us like this!"
31700,jim," [michael give jim a ""world's best boss"" mug] thank you."
31701,michael, you're welcome. 
31702,jim, what's in here?
31703,michael," gin. [toast, sip]  "
31704,jim, ooh!
31705,michael, [someone knocks] just pretend we're not here.
31706,ryan, heard you guys are looking for cash for the wedding?
31707,pam," yeah, i mean, if it's all the same for you. "
31708,ryan," question for you. would you guys rather have $100 now, or $5,000 a year from now?"
31709,pam, $100 now for sure.
31710,ryan," because you just give me $50 to cover the broker fee, i put in a hundred of my own money as the gift... "
31711,pam," yeah. no, no, i'll um-- the hundred. i'll just take the hundred."
31712,ryan," instead of $5,000 a year from now?"
31713,pam, how sure is this?
31714,pam, the guy has an algorithm to determine the winner of any given college basketball game.
31715,pam," i'm sorry. you guys have probably noticed my stomach's a little more sensitive lately. so, if you wouldn't mind wearing a little less perfume... and if your lunch is especially pungent, maybe have it in the break room?"
31716,jim, we would really appreciate it.
31717,dwight, pam is constantly throwing up because of the pregnancy. if she eats something the fetus doesn't like she is screwed. it's amazing. a three ounce fetus is calling the shots. it's so bad ass.
31718,pam," phyllis, if you could switch to a different soap, just for a month or two? yours is kind of perfumy."
31719,phyllis, now this is getting ridiculous.
31720,dwight," oh, gee, i'm sorry. i guess i missed the meeting where we all all voted for you to get pregnant. no! i reserve the right to peel my hard-boiled eggs at my desk."
31721,meredith, all morning i look forward to my afternoon cigars and i'm not stopping for anyone.
31722,pam, i don't think i'm asking for too much. i guess it's just the end of courtesy in the workplace.
31723,andy," [dwight peels a hard-boiled egg at his desk, sniffs it and takes a bite; pam stares at him, picks up her trash can and pukes into it] watching people get sick always makes me sick. and... frankly so does talking about it. so... wow...  [andy, phyllis, meredith, erin, oscar and angela all proceed to throw up in various places while creed looks on eating a bowl of noodles; dwight stares shocked; pam wipes her mouth with a satisfied look]"
31724,michael, [standing next to a car decorated for leaving a wedding] what do you think? i spent all morning on it.
31725,jim, it is really special.
31726,pam," yeah, but aren't you supposed to do that to our... no. it's great."
31727,michael, it's just a really important day for me.
31728,jim," well, congrats."
31729,michael, thanks.
31730,erin," dunder mifflin scranton will be closed today and friday for a company wedding in niagara falls. so, please leave a message and we'll get back to you as soon as possible. have a great day."
31731,jim," believe it or not, kevin, fire crackers are in the don't column."
31732,kevin," so... you're going to provide them, then?"
31733,jim, no. this is a fire cracker free wedding.
31734,kevin, what the hell?
31735,dwight, come on. you've got to be kidding me.
31736,pam, ok. all of these things are important to remember but the most important thing is no one say anything about my pregnancy at the wedding.
31737,jim, absolutely. 'cause not everyone knows and some people may be offended.
31738,angela, decent people everywhere will get offended.
31739,pam," well, we're thinking of my grandmother who we haven't told and is very old-fashioned."
31740,angela," well, you're lucky you have a grandmother. some of us have to be our own grandmothers."
31741,jim, that's nice.
31742,pam," you know, angela, you don't have to come to the wedding."
31743,angela," really, pam... "
31744,michael, yes she does. yes she does. we're all gonna go and we're gonna have a good time. [hugs angela]
31745,angela, ow! he pinched me!
31746,michael, no.
31747,pam, next time we're all in this room jim and i will be married.
31748,dwight, we'll see.
31749,pam," thank you, dwight."
31750,jim, good-bye.
31751,pam, see you later. [others say good-bye]
31752,michael," and, hey, don't embarrass me when we go to niagara."
31753,andy," what happens in niagara, stays in niagara. [laughter]"
31754,michael, don't. don't. don't. you stole my joke. don't steal my joke.
31755,andy, no... i didn't steal your joke.
31756,michael, yes. i said that yesterday.
31757,dwight, but you can say that about anything.
31758,michael, dwight... 
31759,dwight," what happens in accounting, stays in accounting."
31760,kevin, oh yeah.
31761,michael," no. no. no. please, please. dwight, that's my joke."
31762,dwight, it's easy. that's what i'm saying.
31763,michael," this is what i'm talking about. when we leave here and go up to niagara falls we are representing dunder mifflin, everyone. this is a very important wedding for the branch. the most important wedding until i get married. so, i want you all on your best behavior or so help me, god. so... i will see you up there in viagra falls!"
31764,michael, pam and jim's wedding will be the single best pick up destination in the history of the universe.
31765,dwight, i stole the guest list from jim's desk and i search engined every female on both sides of the family.
31766,michael, get out of here.
31767,dwight, yes.
31768,michael," oh, my god, dwight."
31769,dwight," for instance, pam's cousin, jocelyn webster."
31770,michael, there's... a name.
31771,dwight, two years ago she was selling a mountain bike.
31772,michael," oh. well, tell me about jocelyn."
31773,dwight, well... she was really into mountain biking but not so much lately.
31774,micheal, ok.
31775,dwight," she had a couple hundred dollars to spend, i mean, if she was able to sell her bike."
31776,michael, is that all you have on her?
31777,dwight," well, if this is in fact her because it is a very common name."
31778,michael, you're an idiot.
31779,kevin," people don't think of me as one of the sharper dressers in the office... but i'm going ot turn that around at this wedding. i thought, how could i take it to the next level? the hair. [angela beeps her car horn.] it's the hair-- [beeps again.] ok. ok. i'm going. [long beep] god."
31780,andy," [in andy's car, andy driving] hey, do one of you guys want to sit up front with me so i have someone to talk to?  it's like a five hour drive-ish, you know."
31781,kelly, this is so much cooler. we feel like wer're in a limo and you're our driver.
31782,andy, mmm-hmm. erin?
31783,erin, oh no. that wouldn't be fair to leave kelly alone in back.
31784,andy, not only is erin really sweet and cute... she smell's like my mom.
31785,pam," [in car] hey, my aunt told me something neat."
31786,jim, yeah?
31787,pam, she said everything with the wedding goes by so fast we should try to take mental pictures of the high points.
31788,jim," oh, wow. that's cool."
31789,pam, yeah.
31790,jim," [aims imaginary camera at pam] click. oh, you blinked. damn it. now that's in my brain forever."
31791,pam, oh.
31792,jim, lousy picture.
31793,pam, we should have hired a professional to take our mental pictures.
31794,michael," [in car, michael driving] oh! god! wow! oh. i was asleep."
31795,dwight, what? no way!
31796,michael, those glasses are super dark.
31797,dwight, oh. god.
31798,michael," alright. we need some tunes, i think."
31799,dwight, you know what? i made you a cd...
31800,michael, you did?
