Name,Line
michael,hi jan hello baby how are you good to see you whos your daddy you dont know who your daddy is do you no you dont to jan come on lets go in
jim,when michael told us that jan was pregnant he led us to believe that he was the father by telling us that he was the father
holly,hey oscar whos that woman in michaels office with the feet
jan,thats his ex
holly,oh shes very beautiful
oscar,yes she is and clinically insane
holly,so listen i dont know if your offer still stands or whatever but you can give your yoga teacher my number
oscar,ok
angela,listen dummy its not that hard all you have to do is take the numbers from the sales report and type them into a master spreadsheet a gd monkey could do it i do not understand why you cant do it
holly,no you do not talk to him like that
angela,but hes an idiot
kevin,hey
holly,he is not an idiot
kevin,thank you holly
holly,he is mentally challenged but hes doing a super job here
kevin,wait back up do you think that i am retarded
holly,well no dwight
angela,oh holly that is very offensive
holly,im sorry
andy,hey so since my little lady has such particular impossible to perceive taste i have made nonrefundable deposits at four totally different wedding locales  hotair balloons over napa valley worldfamous walt disneys epcot center scubadiving wedding in the bahamas and the wilkesbarre marriott ballroom c
angela,dangerous tacky sharks haunted no
angela,walking into storage room hurry we have to make this fast
dwight,lets do this thing
angela,dwight slaps her butt hey
angela,i have a nice comforter and several cozy pillows i usually read a chapter of a book and its lights out by 830 thats how i sleep at night
jim,all right i am connecting and  you are not there did you install it right how about this  go to applications
pam,on computer screen i can see you
jim,all right
pam,this is so cool
jim,so what is going on girl in the computer
pam,lunch with a girl from my hall
jim,uhhuh
pam,ceramics class then dinner by myself im gonna watch hgtv and maybe go to bungalow 8 with john mayer
dwight,ok can you turn the girl off please im trying to get some work done
michael,no way no way pam beesley hello picks up computer hey everybody look pam pam say hi say hi to pam dont we all look skinny oh oh almost dropped you
pam,can you put me down im getting a little nauseous
michael,pam id like you to meet ronnie we call her ricearonnie she is hilarious she is wonderful a beam of light in this dark dark office not really so much all she does is plop herself down there and answer phones all day
pam,the nerve
michael,oh calm down weirdo its just a joke shes such a weirdo you know what my real beef with her though pam she cant find those little colored paper clips that i like so much will you help her find them please
pam,theyre on the supply shelf
michael,lets go we are following pam to the supply shelf let us go
pam,new york is so exciting i love my classes the citys awesome um can you give me back to jim now please
michael,ok everybody lets suck in our guts
darryl,2184 pounds for a grand total  oh you all gained five pounds back
michael,damn it come on
oscar,kelly faints oh
kevin,oh my god
dwight,come on bernard andy spits on floor as warehouse worker walks past
michael,here we go everybody on
dwight,all right were set
darryl,still good you guys lost a pound you lost one pound
kelly,i was on an iv for two days at the hospital
stanley,i lost four pounds i dont know what those other fools were doing but i lost four pounds
phyllis,angela youll go to the supermarket and get the new york cheesecake make sure its the generic one its stanleys favorite
phyllis,yes ive replaced angela as head of the party planning committee footage of dwight and angela making out i guess i was just in the right place at the right time
michael,hows it going
phyllis,its going well
michael,good
holly,i have a crazy idea what if we did um fruit instead of cake
michael,cake who suggested cake angela points to phyllis
phyllis,we lost weight today i think its ok to reward ourselves once in a while
michael,are you kidding me we only lost one pound phyllis
michael,what is wrong with these people they have no willpower i went  i once went 28 years without having sex and then again for seven years
michael,does anyone have any idea what the number one cause of death is in this country
dwight,shotgun weddings
jim,thats not what that is
creed,fright being scared to death
michael,no
holly,obesitycaused illnesses
dwight,obesitycaused illnesses
michael,thank you holly is right people this is not just about winning some extra vacation days this is about a very cool hr initiative that if we dont follow we are all going to die of obesity so how much are we gonna lose
jim,i would like to lose 65 pounds
michael,yes all right who else to angela can i put you down for 10 pounds
angela,no my doctor wants me to gain weight
michael,if you gain weight you will die i want you to live forever i want us all to live forever how how are we going to do this
jim,cryogenics beer me five
michael,this is how were gonna do it five pounds im asking each of you to lose five pounds that plus jims 65 will give us a very good chance at winning this thing
jim,all right im taking off
michael,booty call
jim,nope just going to see pam
michael,here
jim,maybe put up some shelves
michael,wait a second removes condom from wallet throws it to jim i dont want you to end up with a surprise pregnancy like me
jim,ok thank you for  this
michael,you want more
jim,no
andy,i dont know if theres any one place that has all these things
angela,its not my problem dials phone
andy,thousandyearold church in the continental united states there has to be a rainbow 24hour veterinarian on call
angela,that is very important to me so  i have work to do just do it walks away
andy,sweetheart angela turns around just so you know i dont care where we get married ill marry you right here in this building ill marry you in the parking lot ill marry you in the eye of a hurricane in the middle of a snowstorm on top of a monsoon all i care about is that were gonna spend the rest of our lives together
andy,angela kisses him heyoh
angela,i know i havent made this easy on you dwight comes out of storage room alone looks at watch
jim,knocks on door hi
pam,hi they kiss mmm cause looks toward camera
jim,oh thats so rude of me have you seen um pams new art its right there check it out closes door
michael,music playing its a pretty lame party
ryan,does anyone want to dance
jim,watching baseball game on tv some girl came into pams room crying about her roommate stealing her soy milk so im in here waiting it out
phyllis,stanley michaels not here you can eat a slice of your birthday cake
stanley,i dont like cake anymore
andy,why not dawg
stanley,tastes changed now all i like is baklava
dwight,michael we have a situation
dwight,they should not be in that room
holly,thats so lame they didnt invite us
michael,you know what we should do we should have a party and not invite them
dwight,yeah
michael,lets go minigolfing
holly,hey could i have a rain check on the minigolf i uh actually have a date tonight
michael,uh
holly,itll probably be a total disaster but
michael,um i think youll have fun men from scranton are handsome and they know how to show a woman a good time
dwight,not that guy who murdered his mother he was not so handsome also kevin
michael,you know what were pretty much done here today why dont you just take off early
holly,really
michael,yeah
holly,oh thats sweet wish me luck
michael,good luck
michael,oh holly doesnt need luck everyone that meets her instantly loves her
dwight,partys over you are so busted
michael,ok everybody phyllis did i or did i not say fruit
phyllis,you said fruit michael
michael,and what is that
phyllis,cake
michael,you know were gonna have to try a little harder if we are going to win this thing
dwight,happy birthday stanley kicks cake onto michael
holly,its kind of a good news bad news situation  the bad news is were not doing very well so we really had to starve ourselves this whole week but the good news is that all the other branches are doing just as bad as we are so corporate upped the prize to five days  so if we stay fat long enough we may actually get a whole month off
kevin,spreading peanut butter on a bagel what
creed,oh nothing
kelly,its just some of us are taking this really seriously
kelly,i swallowed a tapeworm last night  its going to grow up to three feet inside of me and then it eats all my food so that i dont get fat  and then after three months i take some medicine and then i pass it  creed sold it to me  its from mexico
creed,that wasnt a tapeworm
ryan,walks in the office hows my favorite branch doing no one talks everyone stares at ryan all right sits at reception
michael,ronnie was bleh  things were at an all time sad here  but then i got an email from ryan that he was coming back to town  and i called the temp agency and i told them i will pay you any amount just give me ryan howard  give him to me  i want him  i need him
ryan,and you got a goatee
michael,i did
ryan,did you get that after you helped me move and you saw mine
michael,yes  goooootee
kevin,firrrrreduh guy high fives ryan
ryan,hey kevin kevin gives ryan a noogie thats really funny
kevin,yeah
ryan,its great to see you kev
kevin,you too
ryan,im keeping a list of everyone who wrongs me  so when im back on top theyll be sorry  kevin just made the list
ryan,jim  i wanted to apologize for how i treated you last year  i lost sight of myself and now that ive quit the rat race ive realized theres so much more to life than being the youngest vp in the companys history  ive even started volunteering  giving back to the community
jim,well thats great  shakes ryans hand youre talking about your court ordered community service
ryan,i dont need a judge to tell me to keep my community clean
jim,but he did right
ryan,all right
jim,all right
ryan,glares into the camera and writes jims name on his list
darryl,well you lost zero pounds everyone grumbles  no change  on the bright side you gained zero pounds
michael,hey you know what  i cant do this by myself people  kelly and i are the only ones who have either passed out or almost passed out flails his arms
andy,damnit i need these five days for my honeymoon  who is slacking
holly,ok lets just all try and work harder ok
andy,no  i want names
andy,this is the hardest thing ive ever had to do in my entire life  i havent had a very hard life
oscar,so how was your date
holly,eight point five  i got a red wine stain on my favorite shirt  but hes cute right
michael,groans painfully
holly,whats wrong
michael,struggling to speak mmm mmm  um
michael,close the door  this is your fault
jim,nope
michael,your stupid friend zone
jim,mmm
michael,i should have been lovers with her first and then friends  that was terrible advice  terrible advice  you know my seduction method  i like to get in there and get my hands dirty wh  you sabotaged me  you sabotaged me man
dwight,attention  attention  we only have a few weeks left  looking at phyllis  and most of you are just as fat as the day we began
jim,how much weight have you lost dwight
dwight,i am hardly the problem jim
jim,no youre definitely the problem
dwight,this is what im gonna do  im gonna randomly select three names and these three people will get liposuction  uhhhhh stanley phyllis kevin  and you will be responsible for your own medical bills
ryan,kelly
kelly,oh hello ryan  you look well
ryan,i wanted to say im sorry for treating you bad the past couple years  i was in my mid twenties and i was goin through a lot of stuff  i think i never fully processed 911  um i want you to know ive changed
kelly,cool
ryan,we should get a drink later catch up  pick me up around eight
kelly,oh that is so sweet  um but im dating darryl still and were like crazy in love so
ryan,that i um cool  well maybe ill see you around
kelly,its a small office
ryan,yeah
dwight,hello phyllis  do you have a minute  listen  im really sorry about what i said before  ok  i was way out of line
phyllis,yes you were
dwight,but you know what i want to make it up to you  there is a sure fire sale but its a two man job  interested
phyllis,split the commission
dwight,sighs sixty  forty  hm they shake hands  ill drive
ryan,exhales camera shows kelly and darryl making out on the reception couch kelly looking at ryan
holly,dietings only half of it
michael,mmmhmm  saunas
holly,and exercise although i know everybody loves going to the gym
michael,gah the dreadmill both laugh
jim,probably the weirdest thing about pam being gone would be lunch actually  but um it will force me to become acquaintances with people i consider coworkers
front desk clerk,oh my god  ok  everybody just act normal  dont say anything
pam,what
front desk clerk,my exgirlfriend  shes right behind you just hide me
pam,really where
front desk clerk,no no  dont look pam sees an old lady behind him
pam,wow was it the age difference
front desk clerk,uh actually kind of  yes  i just didnt like eating dinner that early they laugh pams phone rings she answers
pam,hey  jim um listen can i call you back in a little bit  i made friends
phyllis,storms in the office sweaty and out of breath are you insane
dwight,hey hey
oscar,oh my god what happened
phyllis,there was no client  dwight drove me to an abandoned warehouse five miles away and pushed me out of the car  i had to walk home with no money and no phone
dwight,and you burned over a thousand calories walking home  and this branch just got a little bit closer to winning the contest  phyllis vance ladies and gentlemen claps
phyllis,you left me in a bad part of town
dwight,yeah i took your purse  what are you worried about  phyllis storms to her desk picks up phone and dials  you look great  i can definitely see the difference
phyllis,into phone phyllis vance for david wallace
holly,or that dunder mifflin does not discriminate  nor does it condone unhealthy dieting habits or extreme weight loss strategies  as was clearly stated in the official starting
michael,in a fat suit speaking in his michael clump voice ohhhh  bang  boom  say clump why hello everybody
holly,what are you doing
jim,fair question
michael,i say i say i say i say down holly ill take it from here i am beautiful hangs pictures of fat people on the wall including two fat people on a bike the ghostbusters marshmallow man elvis martin lawrence in big mammas house jabba the hutt and a fat pig they are beautiful he is beautiful  this big fat pig is beautiful
michael,its my sumo suit  i just didnt inflate it all the way  i am so glad that i bought instead of rented
michael,body image  we are here because there is something wrong with society
jim,see youre always saying theres something wrong with society but maybe theres something wrong with you
michael,if its me then society made me that way  now i know a lot of you are probably asking yourself why are you dressed in a plus sized suit
kevin,because youre kind of doing michael clump
michael,how do you know michael clump
oscar,because its your makingfunoffatpeople character
michael,how dare you michael clump is a celebration of fat people
oscar,i think of him as more like a monster  what about i say i say i say ill sit on you
dwight,no no no it goes it goes look i say i say i say ill sit on you
michael,no no no no no  you know what  fat people are not monsters  why dont you guys have a little more sensitivity to the subject  bang  boom  case in point  look at the outside of this building  it is ugly  but you come inside and it is beautiful  just like this unappealing fat suit  inside is a rather handsome sexy man
dwight,vamping
michael,hey  why dont you just sit down please
dwight,eh ive been sitting all day
michael,were doing this because of you  so why dont you just go stand somewhere else  to ryan hey  hey  you shaved
ryan,i did
michael,why
ryan,at a loss for words
professor,so in the year 2000 fungus and even black mold was discovered growing in the cave  some blame it on the new air conditioning system they installed  some on the high powered lights pams friend shows pam a drawing mocking the professor they laugh others feel that fungus is do to an over
pam,to friend nice
professor,quiet please
pam,sorry
front desk clerk,sorry
michael,dwight i would like you to apologize to this beautiful beautiful woman for forcing her to walk five miles which for her is basically a death march
dwight,she should thank me
michael,ok phyllis thank dwight first
phyllis,why should i have to thank him
michael,youre right youre right  just dwight do it  just say it ok
dwight,exhales i apologize for creating a ruse which forced you to exercise
michael,finally  right  ok phyllis you must be exhausted from standing on those gams  why dont you have a seat  phyllis sits lets all clap at phyllis everyone claps ok  in michael clump voice  when michael clump wants to remind you normal voice that corporate their idea yes was to urge you to lose weight but more importantly what this whole thing is about this contest is really about being healthy  and in order to be healthy you have to eat kelly  kelly  kneels down in front of kelly dwight tries to help him down michael shouts gibberish at him  kelly i want you to stand up on your chair  come on stand up on your chair  stand up stand up stand up  somebody help her  here we go kelly stands up on her chair ok i want you to look at her  shes a beautiful indian woman  why  what makes her beautiful
ryan,stands up everything  shes perfect
meredith,i like her nails
michael,ok be more specific
meredith,i like her fingernails
phyllis,i like her purple dress
michael,what about her looks
creed,hell of an ass
kelly,what else do people like
phyllis,i wonder what people like about me  probably my jugs
michael,kelly will you just agree to stop this mess and stop trying to kill yourself
kelly,i hate dieting i hate it so much  i hate this worm inside of me
michael,i want you to know  kelly look at me   i want you to know that you are beautiful  you are truly truly beautiful  give me a hug  michael hugs kelly his head in her chest mmmmmm
jim,summers going great  just spent two hours listening to michael clump  i have a weird pain in my left side that im convinced is an ulcer  my girlfriend lives in new york and i havent seen her in 10 days  hows your summer
michael,hey ryan look  shaved off my goatee  i am goateeless  we are the goateeless brothers
ryan,oh
michael,ahaha yep dwight looks down depressingly and rubs his new goatee
oscar,how was friday night
holly,oh i had a good time but its been three days and no call  i even have two tickets to see counting crows for tonight so
oscar,hell call
michael,oscar enough with the girl talk please
darryl,you guys lost four pounds
michael,hey
darryl,i say we have a parade
dwight,we better
michael,excellent  good job
jim,so as it turns out tonight is my nephews tball game and i kinda missed the first three so
pam,youve already disappointed him so much  he cant be expecting a lot from you
jim,i know  i suck
dwight,yes you do
jim,dwight says hi
dwight,i do not  i do not say hi pam
jim,now he is saying hi louder
pam,i listen umm were still good for this weekend right
jim,umm
pam,no football games recitals karate tournaments
jim,hey can you go to im
pam,ok
jim,ok
jim9334 screen name,lets meet for lunch
dwight,what are you writing about me
receptionist,what  today
jim,yeah cmon well meet halfway  youll be back for your 4 oclock class
dwight,im gonna write you both up for not working
jim,im gonna write you up for not working
dwight,ok well played  neither of usll write the other up for not working
receptionist,where
jim,the rest stop where that soda exploded on me  exit 17 i think  1 oclock
receptionist,alright see you there   ps i finally finished my summer project
jim,holds up an ascii image of dwight
michael,yeah oh hey  did he call
holly,i just got off kendall  i just got off
michael,no no did i heard you talking to oscar about that guy  what what happened  did he call
holly,oh no
michael,really
holly,no
michael,aach
holly,and you know what  i even got two tickets to see the counting crows tonight as a surprise  why do guys not call when they say they are gonna call
michael,i dunno  i always call everybody back right away  hell call back though  give him until the end of the day hell call  if he doesnt he is loco
holly,thanks  thats sweet  anyways umm seems like we lost to utica by only eight pounds
michael,ugh
holly,well at least everyone lost weight  thats all that really matters
michael,wait do we have until the end of the day
holly,so were only eight pounds behind utica  now i know its a stretch but we could weigh ourselves again at the end of the day and maybe win this thing after all
andy,leave it to me boss  i can get this whole office to make weight turns up thermostat its gonna be a little toasty in here good old fashioned sweat lodge
andy,andy bernard does not lose contests  he wins them or he quits them because they are unfair
michael,kelly eating in the break room hey is that healthy food
kelly,nope
michael,were trying to win a contest here kelly  please
jim,hey michael  i just scheduled lunch with a client so i might be back a little late
michael,ok that is fine  just water and be back by weighin ok
jim,perfect
dwight,sprays the inside of the vending machine with bug spray
angela,i hate to even ask because you have been so accommodating about all the wedding stuff
andy,your wish is my command
angela,is there any way our first dance can be to my favorite song the little drummer boy
andy,of course
angela,really
andy,yeah  i mean its a great song  i always thought it was bigger than christmas anyway  you know
angela,mmhmm
andy,and you know what  the guys already know it so its easy breezy
angela,the guys
andy,i didnt tell you
angela,mmmm
andy,here comes treble class of 96 was available for our big day so i booked em
angela,i dont think that
andy,and they are collectively my best man  and they are crashing with us for three weeks so it totally works out
angela,i dont know if i want your old college a capella group to be our wedding band
andy,ok i hear you sweetheart but this is a deal breaker  but you know what  youre gonna love these guys  carl 1 carl 2 broccoli rob spare rib doobie lunch box boner champ thats me pubie lewis and the news hopscotch jingle jangle sandwich  these are the best bestman a guy could ever hope for
angela,angela dials the phone lets talk about this later dwights pager buzzes
andy,mmwah angela walks away dwight follows
pam,hey  this is not halfway  i did the math  i had to drive way longer than you  montclair would have been closer so you have to buy lunch
jim,jim gets down on one knee
pam,what are you doing
jim,i just couldnt wait
pam,oh my god
jim,pam will you marry me
pam,oh my god
jim,so
pam,yes they embrace and kiss
dwight,god  where is jim
holly,im calling it  i guess thats curtains for the yoga guy
michael,aww really
holly,yeah
michael,i have to say i think the problem with that whole thing
holly,yeah
michael,was that he was a complete stupid idiot
holly,aww man i really wanted to see them
michael,i know  i love counting crows
holly,look at where my seats were
michael,wow really
holly,yeah
michael,thats a shame  a shame to waste these  i want to buy them from you
holly,michael you dont have to buy them
michael,i do  no  i do  i i want to  trust me  i really do
holly,ok
michael,ok
holly,yeah
michael,alright  alright  tears up tickets  just i want you to just forget about him ok  case closed  umm can i pay you tomorrow  i have like a 60 dollar limit on my atm so
holly,yeah
michael,is that good
holly,yeah
jim,hey sorry everybody
dwight,what are you smiling about there smiley pants  youre late
andy,wet tuna
jim,hey dwight
michael,ok
jim,whats up meredith
meredith,nothing
dwight,dripping on me
michael,darryl would you do the honors
darryl,two thousand one hundred seventyfive everyone moans sorry guys
michael,nonono no no i dont want to hear moaning  this is a good day  you guys accomplished something big  you lost a ton of weight literally  a lot of weight  and i dont care what any stupid scale says  you guys are all gigantic losers
stanley,i dont know about anyone else  but it was a good summer for me  i lost seven pounds  and you know what  im just gonna take five days off anyway
toby,in a hospital bed watching entourage in spanish oh i went zip lining my third day in costa rica  i guess the harness wasnt strapped in exactly right  i broke my neck  and ive been in the hospital five weeks now  i still havent seen the beach  its nice to have visitors
kelly,to holly im doing the blood type diet
meredith,who gives a fbleep
kelly,whatd you say hbleep
holly,okay great  i got it
dwight,look what just arrived from the nashua branch  reads from card attached to gift basket heres something to enjoy on your three nonvacation days  nashua branch can i send them a dead deer
michael,no you know what were gonna do  were gonna take that and we are going to us it as a reward for the end of our competition
dwight,classy
dwight,my dream vacation  i sleep in putter around the farm go fishing for a few hours take a long run in the forest check the traps  then the sun comes up and i head into work which is empty because everyone else is out of town on vacation
oscar,seeing kevin throw out bunch of mms  nice job kevin kevin fills jar back up with another candy
oscar,im pretty fit  but in the gay community theres a lot of pressure to be ripped  i got straight abs  i want gay abs
oscar,can you turn the heat down now  its oppressive
andy,yeah totally  im sorry oscar  yeah i didnt realize it was bothering you
oscar,its just
andy,cause its kind of bothering all of us cause its really hot you know its hot so we can lose weight so we dont screw up this whole contest for the entire freaking office but if you want ill turn it down
michael,hello hello  hey  your face is almost back to normal
meredith,one more kid calls me hellboy i swear to god
dwight,oh you wish  hellboys a hero
meredith,these guys took me out on their fishing boat  i dont think i caught anything
oscar,have you been to the beach yet
toby,on the computer no but im going zip lining tomorrow through the through the rainforest with this cool couple i i met at my hotel  wowomans amazing
michael,hey oscar  come on lets go
oscar,okay toby i gotta go
toby,hey is that michael  does he miss me  laughs  uh oscar  are you there  hello sighs
michael,i am suspending you without pay for the rest of the year
jim,no youre not
michael,okay no i am not  dwight dwight runs into michaels office  i want you to take jims chair  no  no  his chair at his desk  he gets it back on friday
dwight,all right
michael,i want you to get your ass out of my face
jim,sitting on a stack of paper yeah well if youre only free till three on sunday and i cant get there till one then its gonna be pretty tight
michael,from his office thats what she said
jim,as dwight tries to take paper out from under him hey can you not
dwight,can you not  no sitting devices michaels rules
jim,no no no definitely definitely  yes  next weekend then  all right  i love you too
dwight,gah tries to dislodge paper with his feet
darryl,hey um my daughter said you traded her a headband for her nintendo ds
kelly,oh yeah she loves that headband
darryl,shes six
kelly,she manipulates you
darryl,okay im gonna need you to make this right or else we cant be right
kelly,i never know when youre kidding
jan,i cant feel i cant feel anything that youre doing michael
michael,well
jan,its like nothings happening
michael,youreyou know what  i read in one of those books that youre not even supposed to give foot massages because it can induce labor
jan,oh just stop making excuses and just dig in there
michael,im digging
jim,when michael told us that jan was pregnant he led us all to believe that he was the father by telling us he was the father  but then we got this email from jan  waves paper and reads from it hi everyone  jan here writing to share some wonderful news and to quash a rumor  first the great news  i am expecting  the beautiful baby inside me will be ready to meet the world this fall just a few months before the launch of the new serenity by jan line shameless plug i know dont hate me lol  anyway i also wanted to clarify that the father is not anyone that you or i have ever met  remember no matter how excited someone is about my baby it does not make them the father  best jan  ps hope to ship you something soon
michael,i cant wait to be a father  im going to smother that baby
jan,uh new wicks from craft corner uh this dress hands michael bag returned to suburban casuals and uh panty liners
michael,i really i dont want to get panty liners please
jan,well i you said you wanted to help so i
michael,i know its
dwight,will you be able to milk with those implants
jan,you mean breastfeed
dwight,yeah jan starts to get up easy there old girl tries to help her
jan,uh im fine thank you
dwight,okay
jan,would you just call me when youre done with the errands michael
michael,yes
dwight,as jan leaves room careful  hmm  she was a keeper
michael,i want you to get the panty liners
dwight,done
pam,on the phone well i should go
jim,alright  ill tell everybody here that you say hi
pam,no dont  im mad at them
jim,why what happened
pam,not one of them called to congratulate me on our engagement
jim,ah  that they might be off the hook for because i didnt tell them
pam,what  why not
jim,i just didnt you know want a deal
pam,come on it wont be that bad
jim,ok  you know what  here we go stands up uh everybody  i just want to make an announcement  pam and i are engaged
pam,speakerphone hi everyone
oscar,i thought you were already engaged
jim,nope
angela,that was roy  she was engaged to roy
jim,thank you angela
kevin,i got a gift for pam and roy  do i have to get another one
jim,yes
andy,a little close to my engagement there tuna whats your game here
jim,to get married
dwight,raises hand shes not a virgin you know
pam,wow
michael,walking in whats going on
pam,no nothing  nothing michael  just saying hi michael waves hi at the phone
creed,the tall guy got engaged
michael,to jim to be married
jim,yep michael hugstackles jim
pam,sorry
holly,pencils down dwight quickly puts his pencil down just kidding take your time
holly,today is ethics day  after they finish their quiz im going to run my first ethics meeting here  its gonna be insaaaaane  no its not  i have to read from the binder
dwight,trying to assist michael who is trying to press play on a cd player i got it i got it olivia newtonjohns lets get physical starts to play as holly and michael jog into the meeting room dancing
michael  holly,lets get ethical  ethical  i wanna get ethical  lets get into ethics yeah  let me hear that dunder mifflin talk  your body talk  let me hear your body talk
michael,woo  alright
michael,why are you helping her  youre not even dating  shes my friend and ultimately my strategy is to merge this into a relationship without her even knowing uh
michael,ok lets give it for miss holly flaaaax everyone claps
holly,thanks michael michael groans exhaustingly today were going to have a business ethics seminar because recently without mentioning any names there has been some misconduct at corporate and we have a very strict ethics policy and that employee has been fired
kevin,oh come on  hes right there points at ryan he was hired  to jim oh check it out hired guy
jim,nice they bump fists
ryan,ok elephant in the room  lets talk about it  do i regret what i did  of course i do  even though it was an amazing ride and ill give you an example  anyone see survivor season six dwight raises his hand anyone know joanna on that show dwight nods in new york city i hooked up with a girl who looked exactly like that  indistinguishable so
michael,clapping ok  well done  good speech ryan youre a good guy
holly,lets start discussing those questionnaires that you filled in this morning  it is wrong to make personal calls during work hours now some of you marked that you very strongly agree  but ideally you would have selected totally agree
phyllis,i thought very strongly agree sounded stronger than totally agree
holly,corporate would like to emphasize that ideally you would all totally agree with that statement
michael,well i think we can all totally agree that holly is totally fantastic claps
holly,thank you  in fact spending a half hour at the water cooler during work hours is a form of stealing
kelly,what
holly,yes its called time theft and its the same as taking money from the company  can anyone think of examples of things that are over the line time wasters
stanley,this meeting
andy,heyoh
dwight,yes
michael,to holly cant set em up like that
kelly,why is ok for smokers to take breaks all the time  if i want to go outside and hang out once an hour then ill just take up smoking  ill do it  i dont care
meredith,ill smoke with you  i got a bag of cigars in my purse
holly,stealing office supplies is another big ethical area that there seems to be some confusion about
michael,can we have a moment  whispering can i talk to you for a sec  lot of good stuff and you look you look fantastic
dwight,michael
michael,yeah
dwight,what should we be working on while you guys are talking
michael,do some do some work whispering to holly people expect a lot from these meetings  laughter sudden twists  surprise endings  you need to be robin williams and m night shyamalan  you need to be robin shyamalan
holly,well i just have to get through the binder
michael,do you just youre kind of losing them
holly,i am
michael,yeah dont think about the stakes  itll freak you out
holly,ok to everyone michael makes a really good point so uh lets just open this up a little bit say my name is lauren and here i am shopping in a supermarket and i steal a pencil  thats not right
michael,coughs to hide his words lauren coughs enough with the pencils
holly,no i have to go over pencils and office supplies  its part of the ethics thing
oscar,that isnt ethics  ethics is a real discussion of the competing conceptions of the good  this is just the corporate antishoplifting rules
andy,ill drop an ethics bomb on you  would you steal bread to feed your family  boom
oscar,exactly andy
andy,yeah i took intro to philosophy twice  no big deal
dwight,its a trick question  the bread is poisoned  also its not your real family  youve been cuckolded by a stronger smarter male
andy,no thats not how it works
michael,i would not steal the bread  and i would not let my family go hungry
holly,ok but we should get back to business  have any of you ever faced any ethical dilemmas in the workplace
michael,anybody  this is a chance for you to say something without any repercussions  stanley  oscar come on
oscar,pass
michael,i will go first  when i discovered youtube i didnt work for five days  i did nothing  i viewed cookie monster sings chocolate rain about a thousand times
holly,what was the dilemma
michael,to tell you or not  and im glad i did  i feel very very good  cathartic  i promise you that you are not going to get into trouble  you can say anything you want with total and complete immunity
holly,oh no no no
michael,yeah interrupting gibberish  come on anybody  let it fly
oscar,ok once in a while ill take a long lunch
michael,a siesta
dwight,time thief  time thief  fire him
jim,dwight youve really never stolen any company time
dwight,never
michael,you are a thief of joy  anybody else  yeah
kelly,sometimes i download pirated music onto my work computer
michael,who hasnt  good  good  what else
holly,no i id like to hear more about that
michael,mmm
angela,i once reported oscar to the ins  turns out hes clean but im glad i did it
michael,well lets keep this party movin on
meredith,ill go  have you guys ever met bruce meyers the scranton rep for hammermill
michael,bruuuuuuuuuce
meredith,well for the past six years i have been sleeping with him in exchange for discounts on our supplies and outback steakhouse gift certificates
jim,jackpot
michael,ach wuh
holly,meredith that is serious  i mean not only that a conflict of interests theres also an exchange of goods
meredith,exchange of steak  have you ever had sirloin steak honey
michael,thats crazy  thats crazy talk  meredith  the merenator sleepin with suppliers  hooooh  wow  what time we got checks watch you know what  thats a good place to end it  right there  this i think was a great ethics seminar  she has given us a lot of wonderful things to think about  right what is wrong  whos to say  really  in the end  i mean because it is unknowable  but lets give her a round of applause  holly everybody  holly  get back to work everyone applauds then leaves to holly great job  i am truly impressed  that uh you really pulled that one out  classic  classic meeting  we should celebrate
holly,michael there is some serious issues with meredith
michael,oh
holly,i mean all of you have done things i wouldnt have done myself but merediths actions are really over the line
michael,nnyeah  what ya gonna do
holly,so regarding this supplier approximately how many liaisons have there been
meredith,liaisons you mean meetups  i dont know once a month for six years  something like that
michael,meredith why dont you tell holly its not what she thinks  nothing unethical happened and that you just like to sleep around
meredith,am i in trouble here or something
michael,no no this is just a stupid formality
holly,no its not a formality  now were these um meetups just personal  unrelated to business
meredith,nah i wouldnt have done it if it wasnt for the discount paper  theres not a lot of fruit in those looms
michael,ughh  for the love of god were trying to help you stupid bag
holly,what i dont understand is why the steak coupons  i mean if you were already getting the discounted paper
meredith,well its funny  maybe its a girl thing but after we did it and he would give me those coupons i just felt good about myself holly begins to write in her notebook hey whats going on here  i thought i had immunity
holly,well unfortunately immunity or something being off the record does not really exist in the workplace  i mean ive never heard of anyone whos kept their job after something like this
meredith,well im not quitting
jim,starts a stopwatch as dwight yawns stops it when dwight is done yawn  four seconds
dwight,what are you doing
jim,oh you had said that you dont do anything personal during work time so im just making sure
dwight,oh so wait a minute youre going to time me every time i yawn  thats absurd jim smiles and starts the stopwatch really in a mocking voice oh hey look monkey knows how to use a stopwatch everybody  hes ti dwight conceeds and goes back to work jim stops the watch
jim,personal conversation  seventeen seconds
dwight,there is no way that that was jim starts the watch
jim,stops the watch one second
michael,well well  holly lujah  its a miracle youre at your desk
holly,its mikeraculous
michael,hooooh  reaching  youll get there  anyway i was giving it some thought and theres no reason that two attractive good looking intelligent funny attractive people cant you know just sit down and work this whole meredith thing out
holly,sounds good
michael,good  would you care to bang it out over lunch
holly,oh i already bought this
michael,oh no no no  your food is no good here my lady  sweeps her food into the trash can misses  sorry  you know what  lets go out  dunder mifflins treat  um actually youre not a client so well just split it  ethical
holly,so ive gone over corporate policy
michael,what do you think  what do you think of this place
holly,oh its very nice
michael,istnt it  yeah its kind of businessromantic  so youre from des moines
holly,mmm
michael,wow that sounds so warm
holly,in summer
michael,here too  you know what my favorite season is
holly,maybe we should talk about meredith first
